timestamp_ms,ax,ay,az,gyro_yaw,gyro_pitch,gyro_roll,gps_lat,gps_lon,gps_speed,vehicle_speed,vehicle_heading,accel_magnitude,gyro_magnitude,accel_change,gyro_change,ax_change,ay_change,az_change,gyro_yaw_change,gyro_pitch_change,gyro_roll_change,dt,predicted_speed,distance,dx,dy,predicted_x,predicted_y
4242775,-0.4573,-2.6273,10.5708,-0.0864,-0.4824,0.0872,52.477814,-1.47195,6.08,25.276,22.117,10.9020017070261,0.4977736031570979,1.079282261271782,0.4890862560361408,-0.2673999999999999,-2.257,0.7568999999999999,-0.0889,-0.4743,0.0853,0.048,19.812300000000004,0.9509904000000002,0.8810136373583182,0.35804708025736814,5.6181259970973,-8.382410075034365
4242827,-0.101,-0.2376,9.94,0.0182,0.0046,-0.0022,52.402363,-1.558198,2.18,0.032,249.996,9.94335228984672,0.0189007936341308,-0.9586494171793802,-0.478872809522967,0.3562999999999999,2.3897,-0.6308000000000007,0.1046,0.487,-0.0894,0.052,21.84916,1.13615632,-0.38866288163276635,-1.0676105787771386,5.229463115464534,-9.450020653811503
4242875,-0.0958,-3.0048,10.1062,-0.0559,-0.452,0.0444,52.477814,-1.47195,6.08,25.182,21.312,10.543874009110692,0.457602633296619,0.6005217192639734,0.4387018396624882,0.0052,-2.7672,0.1661999999999999,-0.0741,-0.4566,0.0466,0.048,21.739179999999998,1.0434806399999998,0.972122349990801,0.3792492355999837,6.201585465455335,-9.07077141821152
4242927,-0.2828,-0.3024,9.8951,-0.0091,0.0014,0.0088,52.402363,-1.558198,2.18,0.0289999999999999,249.996,9.90375815587194,0.0127361689687283,-0.6401158532387523,-0.4448664643278907,-0.187,2.7024,-0.2111,0.0467999999999999,0.4534,-0.0356,0.052,35.85693999999999,1.8645608799999993,-0.6378396985025145,-1.7520695746004475,5.56374576695282,-10.822840992811967
4242975,0.6557,-2.5109,9.6705,-0.0066,-0.4468,0.0477,52.477814,-1.47195,6.08,25.081,21.764,10.01264857817351,0.4493874608842574,0.1088904223015685,0.436651291915529,0.9385,-2.2085,-0.2245999999999988,0.0025,-0.4482,0.0389,0.048,15.097789999999998,0.7246939199999999,0.6730369988342159,0.26870518395668874,6.236782765787036,-10.554135808855278
4243027,-0.3455,-0.3316,9.8214,0.0082,0.0129,0.0016,52.402363,-1.558198,2.18,0.05,249.996,9.833068024274011,0.0153691248937602,-0.1795805538994983,-0.4340183359904971,-1.0012,2.1793,0.1509,0.0148,0.4597,-0.0461,0.052,27.391550000000006,1.4243606000000002,-0.4872534575877518,-1.3384271317113763,5.749529308199285,-11.892562940566656
4243075,1.1069,-2.0346,8.94,0.0041,-0.4274,0.0631,52.477814,-1.47195,6.08,24.768,22.766,9.23517323984775,0.4320522885022136,-0.597894784426261,0.4166831636084533,1.4524,-1.7030000000000003,-0.8814000000000011,-0.0041,-0.4403,0.0615,0.048,22.77794999999998,1.0933415999999991,1.0081625765366569,0.42308873012824105,6.757691884735942,-11.469474210438415
4243127,-0.1032,-0.3372,9.9491,-0.0081,0.0087,0.0044,52.402363,-1.558198,2.18,0.025,249.996,9.955347552446373,0.0126751725826514,0.7201743125986226,-0.4193771159195621,-1.2101,1.6974000000000002,1.0091,-0.0121999999999999,0.4361,-0.0587,0.052,16.276210000000006,0.8463629200000002,-0.28952869037803053,-0.7953007794532263,6.468163194357912,-12.264774989891642
4243175,0.4054,-2.1102,10.0005,-0.0468,-0.4169,0.0885,52.477814,-1.47195,6.08,24.386,22.886,10.228748381400338,0.4287517929991664,0.2734008289539655,0.4160766204165149,0.5085999999999999,-1.773,0.051400000000001,-0.0387,-0.4256,0.0841,0.048,15.070120000000005,0.7233657600000002,0.6664227393852983,0.28131611253280997,7.13458593374321,-11.983458877358832
4243227,-0.1509,-0.3408,9.8753,0.0021,0.0037,-0.0009,52.402363,-1.558198,2.18,0.04,249.996,9.882330977051922,0.0043485629810317,-0.3464174043484167,-0.4244032300181346,-0.5563,1.7694,-0.1252000000000013,0.0489,0.4206,-0.0894,0.052,23.13383000000001,1.2029591600000005,-0.41151518094986456,-1.130383119334196,6.723070752793346,-13.113841996693028
4243275,0.66,-2.0376,9.8481,-0.0532,-0.3831,0.1023,52.477814,-1.47195,6.08,23.875,25.008000000000003,10.078317685506844,0.4000764177004188,0.1959867084549227,0.395727854719387,0.8109000000000001,-1.6968,-0.0271999999999987,-0.0552999999999999,-0.3868,0.1032,0.048,13.695430000000012,0.6573806400000006,0.5957503961333559,0.2779042485349224,7.318821148926702,-12.835937748158106
4243327,-0.2705,-0.2481,9.8288,-0.0012,-0.0018,0.0033,52.402363,-1.558198,2.18,0.0289999999999999,249.996,9.835651137570911,0.0039458839313897,-0.2426665479359329,-0.396130533769029,-0.9305,1.7895,-0.0193000000000012,0.052,0.3813,-0.099,0.052,25.84756,1.34407312,-0.4597882551446292,-1.262983496462876,6.859032893782072,-14.098921244620982
4243376,-0.0789,-2.1062,10.0964,-0.0392,-0.3568,0.0526,52.477814,-1.47195,6.08,23.368,25.391,10.314048507254558,0.3627804294611274,0.4783973696836465,0.3588345455297376,0.1916,-1.8581,0.2675999999999998,-0.038,-0.355,0.0493,0.049,21.81805,1.06908445,0.9658137344960283,0.45841617716943417,7.824846628278101,-13.640505067451548
4243428,-0.2125,-0.3823,9.9272,-0.0042,-0.0027,-0.0052,52.402363,-1.558198,2.18,0.025,249.996,9.936830952572354,0.0072090221250874,-0.3772175546822041,-0.3555714073360399,-0.1336,1.7239,-0.1692,0.0349999999999999,0.3541,-0.0578,0.052,23.31375,1.2123149999999998,-0.41471568045022805,-1.1391745097278572,7.410130947827873,-14.779679577179405
4243475,0.5509,-1.9368,9.8057,-0.0285,-0.351,0.027,52.477814,-1.47195,6.08,22.338,26.434,10.010316555434198,0.3531886889468574,0.0734856028618438,0.3459796668217699,0.7634,-1.5545,-0.1214999999999992,-0.0243,-0.3483,0.0322,0.047,14.623369999999992,0.6872983899999996,0.6154397973997671,0.3059623059677862,8.02557074522764,-14.473717271211619
4243527,-0.176,-0.2533,9.9077,-0.0093,0.0,-0.0024,52.402363,-1.558198,2.18,0.04,249.996,9.912499996469103,0.0096046863561492,-0.0978165589650927,-0.3435840025907081,-0.7268999999999999,1.6835,0.1020000000000003,0.0192,0.351,-0.0294,0.052,24.6652,1.2825904,-0.43875589304341717,-1.2052101063681109,7.586814852184222,-15.678927377579729
4243575,1.0973,-1.9629,10.0518,0.0078,-0.2946,0.0206,52.477814,-1.47195,6.08,21.773000000000003,26.144,10.300278003044385,0.2954223417414465,0.387778006575278,0.2858176553852972,1.2733,-1.7096,0.1440999999999999,0.0170999999999999,-0.2946,0.023,0.048,20.77879,0.99738192,0.8953392391371807,0.43947507461076873,8.482154091321403,-15.23945230296896
4243627,-0.1504,-0.2034,9.8284,0.0109,-0.0076,0.0069,52.402363,-1.558198,2.18,0.086,249.996,9.831654910542785,0.0149726417174792,-0.4686230925016001,-0.2804497000239672,-1.2477,1.7595,-0.2233999999999998,0.0031,0.287,-0.0137,0.052,20.89162,1.08636424,-0.3716297208303081,-1.0208225176524883,8.110524370491095,-16.260274820621447
4243675,1.2494,-1.5369,9.5364,0.0194,-0.3006,0.0042,52.477814,-1.47195,6.08,23.022,24.463,9.739917193179828,0.3012546431177451,-0.091737717362955,0.2862820014002659,1.3998000000000002,-1.3335,-0.2919999999999998,0.0085,-0.293,-0.0027,0.048,18.804840000000002,0.9026323200000002,0.8216020041804784,0.3737850342579328,8.932126374671574,-15.886489786363514
4243728,-0.1033,-0.3155,9.893,-0.0066,0.0081,0.0006,52.402363,-1.558198,2.18,0.036,249.996,9.898568590457916,0.0104656581255074,0.1586513972780885,-0.2907889849922377,-1.3527,1.2214,0.3566000000000002,-0.026,0.3087,-0.0036,0.053,17.274990000000003,0.9155744700000001,-0.31320497505096206,-0.8603367095033825,8.618921399620612,-16.746826495866898
4243775,0.7586,-1.3685,10.3278,0.0078,-0.248,-0.0061,52.477814,-1.47195,6.08,23.036,23.012,10.445655510785333,0.2481976027281488,0.5470869203274162,0.2377319446026413,0.8619000000000001,-1.053,0.4347999999999992,0.0144,-0.2561,-0.0067,0.047,24.60821,1.15658587,1.0645482347517428,0.4521370705556066,9.683469634372354,-16.29468942531129
4243828,-0.2352,-0.3456,9.9454,0.0004,0.0139,0.006,52.402363,-1.558198,2.18,0.1119999999999999,249.996,9.95418201360614,0.0151449661604111,-0.491473497179193,-0.2330526365677376,-0.9938,1.0229,-0.3824000000000005,-0.0073999999999999,0.2619,0.0121,0.053,21.009350000000005,1.1134955500000003,-0.3809109552356864,-1.0463169615614765,9.302558679136668,-17.341006386872767
4243875,0.5827,-0.531,9.897,0.0031,-0.192,-0.0047,52.477814,-1.47195,6.08,23.944000000000003,22.524,9.928348769558813,0.1920825343439637,-0.0258332440473267,0.1769375681835525,0.8179,-0.1854,-0.0483999999999991,0.0026999999999999,-0.2059,-0.0107,0.047,9.046410000000003,0.42518127000000017,0.3927480827671661,0.1628743559972787,9.695306761903835,-17.17813203087549
4243927,-0.1165,-0.1806,9.8919,-0.0035,0.0118,-0.0057,52.402363,-1.558198,2.18,0.054,249.996,9.89423439281686,0.0135639227364357,-0.0341143767419538,-0.1785186116075279,-0.6992,0.3504,-0.0051000000000005,-0.0066,0.2038,-0.001,0.052,24.54416,1.27629632,-0.4366027779949288,-1.1992957561388489,9.258703983908905,-18.377427787014337
4243975,0.8734,-0.0626,9.7657,0.0038,-0.1356,0.0079,52.477814,-1.47195,6.08,22.122,23.61,9.804878520920084,0.1358830747370694,-0.0893558718967746,0.1223191520006336,0.9899,0.118,-0.1261999999999989,0.0073,-0.1474,0.0136,0.048,8.523279999999998,0.4091174399999999,0.37487138161210387,0.16385520120028504,9.63357536552101,-18.213572585814052
4244027,-0.0881,-0.3413,9.8289,-0.0035,-0.0036,0.0047,52.402363,-1.558198,2.18,0.043,249.996,9.835218478000376,0.0068774995456197,0.0303399570802902,-0.1290055751914496,-0.9615,-0.2787,0.0632000000000001,-0.0073,0.132,-0.0032,0.052,14.23178,0.74005256,-0.25316143163231775,-0.695404257318309,9.380413933888692,-18.90897684313236
4244075,0.5887,-0.157,9.6758,-0.0068,-0.132,-0.0296,52.477814,-1.47195,6.08,23.126,23.968000000000004,9.694963761149394,0.1354488833471875,-0.1402547168509809,0.1285713838015677,0.6768,0.1843,-0.1531000000000002,-0.0032999999999999,-0.1284,-0.0343,0.048,24.301319999999997,1.1664633599999998,1.0658821170000605,0.47384816437542376,10.446296050888751,-18.43512867875694
4244128,-0.073,-0.1607,9.8955,-0.0112,0.0002,-0.0137,52.402363,-1.558198,2.18,0.043,249.996,9.897073998915031,0.0176966098448262,0.2021102377656394,-0.1177522735023612,-0.6617,-0.0037,0.2196999999999995,-0.0044,0.1322,0.0159,0.053,14.964049999999993,0.7930946499999996,-0.2713063745282252,-0.7452462512478492,10.174989676360527,-19.18037493000479
4244175,1.0026,0.2298,9.9803,-0.0062,-0.0632,-0.012,52.477814,-1.47195,6.08,22.194000000000003,27.39,10.033165148147418,0.0646272388393624,0.136091149232385,0.0469306289945362,1.0756,0.3905,0.0847999999999995,0.005,-0.0634,0.0017,0.047,32.20381999999999,1.5135795399999996,1.343900752502905,0.6963144342383951,11.518890428863433,-18.484060495766393
4244227,-0.1415,-0.0214,9.9315,0.0017,-0.0109,-0.0004,52.402363,-1.558198,2.18,0.032,249.996,9.93253101983578,0.0110390216957844,-0.1006341283116381,-0.053588217143578,-1.1441,-0.2512,-0.0487999999999999,0.0078999999999999,0.0523,0.0116,0.052,1.3013600000000005,0.06767072000000002,-0.023149188693826993,-0.06358806026398349,11.495741240169606,-18.547648556030378
4244275,1.3018,0.0458,9.887,-0.0194,-0.0238,0.015,52.477814,-1.47195,6.08,21.794,27.204,9.972439514983284,0.0341730888273214,0.0399084951475039,0.0231340671315369,1.4433,0.0672,-0.0444999999999993,-0.0211,-0.0129,0.0153999999999999,0.048,26.493139999999993,1.2716707199999997,1.131004176183509,0.5813570104168174,12.626745416353115,-17.96629154561356
4244327,-0.0908,-0.3429,9.8541,0.0064,-0.0049,-0.0108,52.402363,-1.558198,2.18,0.0579999999999999,249.996,9.860482334044317,0.0134762754498414,-0.111957180938969,-0.0206968133774799,-1.3926,-0.3887,-0.0328999999999997,0.0258,0.0189,-0.0258,0.052,4.408440000000001,0.22923888,-0.07841935314241612,-0.2154086097545301,12.548326063210698,-18.18170015536809
4244376,1.2235,0.1043,9.5249,-0.0517,-0.0105,-0.014,52.477814,-1.47195,6.08,21.672,28.751,9.603725878532767,0.0545814986969027,-0.256756455511546,0.0411052232470613,1.3143,0.4472,-0.3292000000000001,-0.0581,-0.0056,-0.0031999999999999,0.049,36.47718999999999,1.7873823099999997,1.567030888832247,0.859738166854626,14.115356952042946,-17.321961988513465
4244427,-0.0723,-0.4189,9.8526,-0.0114,-0.0034,0.004,52.402363,-1.558198,2.18,0.05,249.996,9.86176613289932,0.0125506971917897,0.2580402543665521,-0.042030801505113,-1.2958,-0.5232,0.3277000000000001,0.0403,0.0071,0.018,0.051,5.706999999999997,0.29105699999999984,-0.09956645080263957,-0.27349716474502156,14.015790501240307,-17.595459153258485
4244475,0.7264,0.6411,10.2311,-0.0365,0.01,0.0198,52.477814,-1.47195,6.08,21.384,30.532,10.276870797086046,0.0427117079967542,0.4151046641867246,0.0301610108049644,0.7987000000000001,1.06,0.3784999999999989,-0.0250999999999999,0.0134,0.0158,0.048,33.93258999999999,1.6287643199999995,1.4029289204923352,0.8274440489551373,15.418719421732643,-16.76801510430335
4244527,-0.2067,-0.0903,9.8255,0.0066,0.0031,-0.0078,52.402363,-1.558198,2.18,0.054,249.996,9.828088788263972,0.0106775465346679,-0.4487820088220733,-0.0320341614620862,-0.9331,-0.7314,-0.4055999999999997,0.0431,-0.0069,-0.0276,0.052,4.00227,0.20811804,-0.07119421484726973,-0.19556201662317355,15.347525206885374,-16.963577120926523
4244576,0.8995,0.4237,10.3736,-0.0083,0.0067,0.005,52.477814,-1.47195,6.08,21.071,32.817,10.421141919194843,0.0117804923496431,0.5930531309308709,0.0011029458149751,1.1062,0.514,0.5480999999999998,-0.0149,0.0036,0.0127999999999999,0.049,22.831750000000003,1.1187557500000003,0.9402088640850917,0.6063181673460599,16.287734070970465,-16.357258953580462
4244627,-0.1603,-0.3376,9.7933,-0.0142,0.0247,0.0005,52.402363,-1.558198,2.18,0.0139999999999999,249.996,9.800428293702272,0.0284952627641859,-0.6207136254925718,0.0167147704145427,-1.0598,-0.7613000000000001,-0.5802999999999994,-0.0059,0.018,-0.0045,0.051,21.57459999999999,1.1003045999999994,-0.37639851927223195,-1.0339218381825728,15.911335551698233,-17.391180791763034
4244676,1.254,0.5318,9.3422,0.0403,0.0291,-0.0078,52.477814,-1.47195,6.08,20.621,35.016,9.44097601310373,0.0503163989172516,-0.3594522805985409,0.0218211361530657,1.4143,0.8694000000000001,-0.4511000000000003,0.0545,0.0044,-0.0083,0.049,37.245369999999994,1.8250231299999997,1.494679050540798,1.0472076971209934,17.406014602239033,-16.343973094642042
4244727,-0.1402,-0.4008,9.835,0.0049,0.011,0.0013,52.402363,-1.558198,2.18,0.0579999999999999,249.996,9.844161806878228,0.0121119775429118,0.4031857937744973,-0.0382044213743398,-1.3942,-0.9326,0.4928000000000008,-0.0354,-0.0181,0.0091,0.051,7.038329999999998,0.3589548299999999,-0.12279333059010729,-0.3372986331767703,17.283221271648927,-16.681271727818814
4244776,1.2761,0.5058,9.8244,0.0141,0.0315,0.0465,52.477814,-1.47195,6.08,20.383,37.558,9.91983367854522,0.0579077714991692,0.0756718716669926,0.0457957939562574,1.4163,0.9066,-0.0106000000000001,0.0092,0.0205,0.0452,0.049,34.69715,1.70016035,1.3477794886915877,1.0363569199722482,18.631000760340513,-15.644914807846565
4244827,-0.0008,-0.1714,9.9466,-0.0194,0.0055,-0.0073,52.402363,-1.558198,2.18,0.043,249.996,9.948076706580022,0.0214452792007938,0.0282430280348009,-0.0364624922983754,-1.2769,-0.6772,0.1221999999999994,-0.0335,-0.026,-0.0538,0.051,2.4316400000000016,0.12401364000000008,-0.042423298480765856,-0.11653174096383126,18.588577461859746,-15.761446548810396
4244876,0.7248,-1.4291,10.1154,-0.0068,0.013,-0.0254,52.477814,-1.47195,6.08,20.678,39.865,10.241532063612356,0.0293325757477927,0.2934553570323359,0.0078872965469989,0.7256,-1.2577,0.1687999999999991,0.0126,0.0075,-0.0180999999999999,0.049,22.507519999999996,1.10286848,0.8465142541974789,0.7069176059612579,19.435091716057226,-15.054528942849139
4244928,-0.1462,-0.2633,9.7914,0.0204,-0.0035,-0.0022,52.402363,-1.558198,2.18,0.0969999999999999,249.996,9.796030588457755,0.0208146582964986,-0.445501475154602,-0.0085179174512941,-0.871,1.1658,-0.3239999999999998,0.0272,-0.0165,0.0232,0.052,8.53338,0.4437357599999999,-0.15179567822595538,-0.41696462292945163,19.28329603783127,-15.47149356577859
4244975,1.0365,1.0172,10.4755,-0.0274,0.0633,0.0543,52.477814,-1.47195,6.08,20.153,42.13399999999999,10.57568571488393,0.0877846227992123,0.7796551264261744,0.0669699645027137,1.1827,1.2805,0.6841000000000008,-0.0478,0.0668,0.0565,0.047,40.62307,1.90928429,1.415882979285654,1.280875438522413,20.699179017116926,-14.190618127256178
4245027,-0.207,-0.4453,9.8203,-0.0133,-0.0081,-0.0137,52.402363,-1.558198,2.18,0.115,249.996,9.832570019074362,0.0207410221541755,-0.7431156958095677,-0.0670436006450368,-1.2435,-1.4625,-0.6552000000000007,0.0141,-0.0713999999999999,-0.068,0.052,30.524590000000018,1.587278680000001,-0.542985410425789,-1.4915161588287547,20.156193606691136,-15.682134286084933
4245075,1.0691,0.5436,9.8925,-0.0108,0.0394,0.0243,52.477814,-1.47195,6.08,19.793,45.022,9.96494014131545,0.0475340930280572,0.1323701222410882,0.0267930708738817,1.2761,0.9889,0.0722000000000004,0.0024999999999999,0.0475,0.038,0.048,33.86699000000001,1.6256155200000004,1.1490423029899932,1.149925043124257,21.30523590968113,-14.532209242960676
4245127,0.0437,-0.2292,9.9408,0.0045,-0.0077,-0.0043,52.402363,-1.558198,2.18,0.076,249.996,9.943537950347451,0.0099010100494848,-0.0214021909679988,-0.0376330829785723,-1.0254,-0.7727999999999999,0.0482999999999993,0.0153,-0.0470999999999999,-0.0286,0.052,3.1366000000000014,0.16310320000000006,-0.05579527975122776,-0.15326297859470908,21.249440629929904,-14.685472221555385
4245175,0.3372,-0.9326,10.3009,-0.0316,0.0343,-0.0025,52.477814,-1.47195,6.08,19.958,48.288,10.348525856855169,0.0467043895153335,0.4049879065077171,0.0368033794658487,0.2935,-0.7034,0.360100000000001,-0.0361,0.0419999999999999,0.0018,0.048,41.56964,1.99534272,1.3276745389537927,1.4895210266628776,22.577115168883697,-13.195951194892507
